page_type,category,issue,normalized_url,matched_botify,recommendation,evidence_value,title,title_length,meta_description,meta_description_length,main_keyword,h1,h1_count,url_slug,canonical_points_to_self,in_sitemaps,noindex,nofollow,breadcrumb_exists,product_exists,offer_exists,faq_exists,unique_inlinks,unique_outlinks,depth,lcp_status,lcp_value,cls_status,cls_value,inp_status,inp_value,ranking_keyword_rows,distinct_keywords,avg_current_rank,top10_keywords,quick_win_11_20_keywords,striking_distance_21_50_keywords,lost_or_unranked_keywords,botify_audience_keywords_to_90pct
HVF,Meta,Duplicate page title,https://www.chewy.com/f/personalized-martingale-dog-collars_c11541_f61v425273,True,Make titles unique at the page/template level.,PERSONALIZED MARTINGALE DOG COLLARS (Free Shipping) | Chewy,PERSONALIZED MARTINGALE DOG COLLARS (Free Shipping) | Chewy,59,"Shop Chewy for the best deals on Personalized Martingale Dog Collars and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Personalized Martingale Dog Collars for your pet.",251,personalized martingale dog collars,Personalized Martingale Dog Collars,1,personalized-martingale-dog-collars,True,True,False,False,True,False,False,False,41,335,4,,,,,,,1,1,,0,0,0,1,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/endura-flap-dog-doors_c2685_f1v364461,True,Make titles unique at the page/template level.,ENDURA FLAP DOG DOORS (Free Shipping) | Chewy,ENDURA FLAP DOG DOORS (Free Shipping) | Chewy,45,"Shop Chewy for the best deals on Endura Flap Dog Doors and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Endura Flap Dog Doors for your pet.",223,endura flap,Endura Flap Dog Doors,1,endura-flap-dog-doors,True,True,False,False,True,False,False,False,10,325,4,,,,,,,2,2,30.0,0,0,1,1,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/glass-dog-doors_c2685_f7v72628,True,Make titles unique at the page/template level.,GLASS DOG DOORS (Free Shipping) | Chewy,GLASS DOG DOORS (Free Shipping) | Chewy,39,"Shop Chewy for the best deals on Glass Dog Doors and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Glass Dog Doors for your pet.",211,chewy dog door,Glass Dog Doors,1,glass-dog-doors,True,True,False,False,True,False,False,False,10,329,4,,,,,,,1,1,,0,0,0,1,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/brown-dog-doors_c2685_f51v257510,True,Make titles unique at the page/template level.,BROWN DOG DOORS (Free Shipping) | Chewy,BROWN DOG DOORS (Free Shipping) | Chewy,39,"Shop Chewy for the best deals on Brown Dog Doors and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Brown Dog Doors for your pet.",211,,Brown Dog Doors,1,brown-dog-doors,True,True,False,False,True,False,False,False,8,328,4,,,,,,,,,,,,,,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/freshwater-aquarium-accessories_c1742_f84v376307,True,Make titles unique at the page/template level.,FRESHWATER AQUARIUM ACCESSORIES (Free Shipping) | Chewy,FRESHWATER AQUARIUM ACCESSORIES (Free Shipping) | Chewy,55,"Shop Chewy for the best deals on Freshwater Aquarium Accessories and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Freshwater Aquarium Accessories for your pet.",243,,Freshwater Aquarium Accessories,1,freshwater-aquarium-accessories,,False,False,False,True,False,False,False,2,315,4,,,,,,,,,,,,,,
HVF,Meta,Duplicate page title,https://www.chewy.com/f/saltwater-aquarium-accessories_c1742_f84v376306,True,Make titles unique at the page/template level.,SALTWATER AQUARIUM ACCESSORIES (Free Shipping) | Chewy,SALTWATER AQUARIUM ACCESSORIES (Free Shipping) | Chewy,54,"Shop Chewy for the best deals on Saltwater Aquarium Accessories and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Saltwater Aquarium Accessories for your pet.",241,,Saltwater Aquarium Accessories,1,saltwater-aquarium-accessories,,False,False,False,True,False,False,False,2,315,4,,,,,,,,,,,,,,
HVF,Meta,Duplicate page title,https://www.chewy.com/f/pet-christmas-toys_c2052_f218v775206,True,Make titles unique at the page/template level.,CHRISTMAS PET TOYS (Free Shipping) | Chewy,CHRISTMAS PET TOYS (Free Shipping) | Chewy,42,"Shop Chewy for the best deals on Christmas Pet Toys and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Christmas Pet Toys for your pet.",217,,Christmas Pet Toys,1,pet-christmas-toys,True,True,False,False,True,False,False,False,145,353,5,,,,,,,,,,,,,,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/christmas-pet-toys_c2052_f164v829800,True,Make titles unique at the page/template level.,CHRISTMAS PET TOYS (Free Shipping) | Chewy,CHRISTMAS PET TOYS (Free Shipping) | Chewy,42,"Shop Chewy for the best deals on Christmas Pet Toys and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Christmas Pet Toys for your pet.",217,,Christmas Pet Toys,1,christmas-pet-toys,True,True,False,False,True,False,False,False,147,361,5,,,,,,,,,,,,,,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/pedigree-puppy-food_c2284_f1v409611,True,Make titles unique at the page/template level.,PEDIGREE PUPPY FOOD (Free Shipping) | Chewy,PEDIGREE PUPPY FOOD (Free Shipping) | Chewy,43,"Shop Chewy for the best deals on Pedigree Puppy Food and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Pedigree Puppy Food for your pet.",219,pedigree puppy food,Pedigree Puppy Food,1,pedigree-puppy-food,True,True,False,False,True,False,False,False,0,326,5,,,,,,,1,1,21.0,0,0,1,0,2.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/glove-dog-brushes-combs_c356_f70v83788,True,Make titles unique at the page/template level.,GLOVE DOG BRUSHES & COMBS (Free Shipping) | Chewy,GLOVE DOG BRUSHES & COMBS (Free Shipping) | Chewy,49,"Shop Chewy for the best deals on Glove Dog Brushes & Combs and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Glove Dog Brushes & Combs for your pet.",231,glove dog brushes combs,Glove Dog Brushes & Combs,1,glove-dog-brushes-combs,False,False,False,False,True,False,False,False,1,338,5,,,,,,,2,2,14.0,1,0,1,0,
HVF,Meta,Duplicate page title,https://www.chewy.com/f/dog-bristle-brushes_c355_f70v83784,True,Make titles unique at the page/template level.,DOG BRISTLE BRUSHES (Free Shipping) | Chewy,DOG BRISTLE BRUSHES (Free Shipping) | Chewy,43,"Shop Chewy for the best deals on Dog Bristle Brushes and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Dog Bristle Brushes for your pet.",219,,Dog Bristle Brushes,1,dog-bristle-brushes,False,False,False,False,True,False,False,False,1,363,5,,,,,,,,,,,,,,
HVF,Meta,Duplicate page title,https://www.chewy.com/f/new-york-giants-pet-gear_c8486_f47v85587,True,Make titles unique at the page/template level.,NEW YORK GIANTS PET GEAR (Free Shipping) | Chewy,NEW YORK GIANTS PET GEAR (Free Shipping) | Chewy,48,"""Shop Chewy for the best deals on Giants Pet Gear and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Giants Pet Gear for your pet.""",213,,Giants Pet Gear,1,new-york-giants-pet-gear,True,True,False,False,True,False,False,False,40,370,7,,,,,,,,,,,,,,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/las-vegas-raiders-pet-gear_c8486_f47v835643,True,Make titles unique at the page/template level.,LAS VEGAS RAIDERS PET GEAR (Free Shipping) | Chewy,LAS VEGAS RAIDERS PET GEAR (Free Shipping) | Chewy,50,"Shop Chewy for the best deals on Raiders Pet Gear and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Raiders Pet Gear for your pet.",213,las vegas raiders dog jerseys,Raiders Pet Gear,1,las-vegas-raiders-pet-gear,True,True,False,False,True,False,False,False,40,359,7,,,,,,,2,2,17.0,0,1,0,1,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/las-vegas-raiders-pet-gear_c8486_f47v906444,True,Make titles unique at the page/template level.,LAS VEGAS RAIDERS PET GEAR (Free Shipping) | Chewy,LAS VEGAS RAIDERS PET GEAR (Free Shipping) | Chewy,50,"""Shop Chewy for the best deals on Raiders Pet Gear and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Raiders Pet Gear for your pet.""",215,las vegas raiders pet gear,Raiders Pet Gear,1,las-vegas-raiders-pet-gear,True,True,False,False,True,False,False,False,40,346,7,,,,,,,1,1,5.0,1,0,0,0,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/new-york-giants-pet-gear_c8486_f47v906442,True,Make titles unique at the page/template level.,NEW YORK GIANTS PET GEAR (Free Shipping) | Chewy,NEW YORK GIANTS PET GEAR (Free Shipping) | Chewy,48,"Shop Chewy for the best deals on Giants Pet Gear and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Giants Pet Gear for your pet.",211,new york giants pet gear,Giants Pet Gear,1,new-york-giants-pet-gear,True,True,False,False,True,False,False,False,40,343,7,,,,,,,1,1,4.0,1,0,0,0,1.0
